File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Note,Chamber_1,Chamber_2,Chamber_3,Chamber_4,Frame
Affiliation 20191213 01___2019-12-13_10-06-02-6164-07-00.jpg,,12/13/2019,13-Dec-19,10:06:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-03-6024-07-00.jpg,,12/13/2019,13-Dec-19,10:06:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-04-6095-07-00.jpg,,12/13/2019,13-Dec-19,10:06:06,Ok,FALSE,,Left,Right,Right,Left,328
Affiliation 20191213 01___2019-12-13_10-06-05-6205-07-00.jpg,,12/13/2019,13-Dec-19,10:06:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-06-6096-07-00.jpg,,12/13/2019,13-Dec-19,10:06:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-07-6007-07-00.jpg,,12/13/2019,13-Dec-19,10:06:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-08-6247-07-00.jpg,,12/13/2019,13-Dec-19,10:06:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-09-6038-07-00.jpg,,12/13/2019,13-Dec-19,10:06:10,Ok,FALSE,,Left,Right,Right,Left,329
Affiliation 20191213 01___2019-12-13_10-06-10-6278-07-00.jpg,,12/13/2019,13-Dec-19,10:06:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-11-6009-07-00.jpg,,12/13/2019,13-Dec-19,10:06:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-12-5959-07-00.jpg,,12/13/2019,13-Dec-19,10:06:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-13-6040-07-00.jpg,,12/13/2019,13-Dec-19,10:06:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-14-5951-07-00.jpg,,12/13/2019,13-Dec-19,10:06:16,Ok,FALSE,,Left,Right,Right,Neutral,330
Affiliation 20191213 01___2019-12-13_10-06-15-6031-07-00.jpg,,12/13/2019,13-Dec-19,10:06:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-16-6242-07-00.jpg,,12/13/2019,13-Dec-19,10:06:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-17-6032-07-00.jpg,,12/13/2019,13-Dec-19,10:06:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-18-6243-07-00.jpg,,12/13/2019,13-Dec-19,10:06:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-19-6003-07-00.jpg,,12/13/2019,13-Dec-19,10:06:20,Ok,FALSE,,Left,Right,Right,Neutral,331
Affiliation 20191213 01___2019-12-13_10-06-20-5944-07-00.jpg,,12/13/2019,13-Dec-19,10:06:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-21-6035-07-00.jpg,,12/13/2019,13-Dec-19,10:06:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-22-6275-07-00.jpg,,12/13/2019,13-Dec-19,10:06:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-23-6166-07-00.jpg,,12/13/2019,13-Dec-19,10:06:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-24-5956-07-00.jpg,,12/13/2019,13-Dec-19,10:06:26,Ok,FALSE,,Left,Right,Right,Neutral,332
Affiliation 20191213 01___2019-12-13_10-06-25-6197-07-00.jpg,,12/13/2019,13-Dec-19,10:06:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-26-5957-07-00.jpg,,12/13/2019,13-Dec-19,10:06:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-27-6188-07-00.jpg,,12/13/2019,13-Dec-19,10:06:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-28-5959-07-00.jpg,,12/13/2019,13-Dec-19,10:06:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-29-6199-07-00.jpg,,12/13/2019,13-Dec-19,10:06:30,Ok,FALSE,,Left,Right,Right,Neutral,333
Affiliation 20191213 01___2019-12-13_10-06-30-5950-07-00.jpg,,12/13/2019,13-Dec-19,10:06:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-31-6230-07-00.jpg,,12/13/2019,13-Dec-19,10:06:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-32-5951-07-00.jpg,,12/13/2019,13-Dec-19,10:06:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-33-6171-07-00.jpg,,12/13/2019,13-Dec-19,10:06:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-34-6402-07-00.jpg,,12/13/2019,13-Dec-19,10:06:36,Ok,FALSE,,Left,Right,Right,Unknown,334
Affiliation 20191213 01___2019-12-13_10-06-35-6173-07-00.jpg,,12/13/2019,13-Dec-19,10:06:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-36-6413-07-00.jpg,,12/13/2019,13-Dec-19,10:06:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-37-6184-07-00.jpg,,12/13/2019,13-Dec-19,10:06:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-38-6114-07-00.jpg,,12/13/2019,13-Dec-19,10:06:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-39-6195-07-00.jpg,,12/13/2019,13-Dec-19,10:06:40,Ok,FALSE,,Left,Right,Right,Unknown,335
Affiliation 20191213 01___2019-12-13_10-06-40-6115-07-00.jpg,,12/13/2019,13-Dec-19,10:06:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-41-6196-07-00.jpg,,12/13/2019,13-Dec-19,10:06:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-42-6107-07-00.jpg,,12/13/2019,13-Dec-19,10:06:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-43-6197-07-00.jpg,,12/13/2019,13-Dec-19,10:06:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-44-6108-07-00.jpg,,12/13/2019,13-Dec-19,10:06:46,Ok,FALSE,,Left,Right,Right,Unknown,336
Affiliation 20191213 01___2019-12-13_10-06-45-6168-07-00.jpg,,12/13/2019,13-Dec-19,10:06:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-46-6089-07-00.jpg,,12/13/2019,13-Dec-19,10:06:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-47-6189-07-00.jpg,,12/13/2019,13-Dec-19,10:06:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-48-6090-07-00.jpg,,12/13/2019,13-Dec-19,10:06:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-49-6331-07-00.jpg,,12/13/2019,13-Dec-19,10:06:50,Ok,FALSE,,Left,Right,Right,Unknown,337
Affiliation 20191213 01___2019-12-13_10-06-50-6101-07-00.jpg,,12/13/2019,13-Dec-19,10:06:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-51-6352-07-00.jpg,,12/13/2019,13-Dec-19,10:06:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-52-6082-07-00.jpg,,12/13/2019,13-Dec-19,10:06:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-53-6353-07-00.jpg,,12/13/2019,13-Dec-19,10:06:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-54-6113-07-00.jpg,,12/13/2019,13-Dec-19,10:06:56,Ok,FALSE,,Left,Right,Right,Unknown,338
Affiliation 20191213 01___2019-12-13_10-06-55-6014-07-00.jpg,,12/13/2019,13-Dec-19,10:06:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-56-6115-07-00.jpg,,12/13/2019,13-Dec-19,10:06:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-57-6015-07-00.jpg,,12/13/2019,13-Dec-19,10:06:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-58-6116-07-00.jpg,,12/13/2019,13-Dec-19,10:07:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-06-59-6006-07-00.jpg,,12/13/2019,13-Dec-19,10:07:00,Ok,FALSE,,Left,Right,Right,Unknown,339
Affiliation 20191213 01___2019-12-13_10-07-00-6107-07-00.jpg,,12/13/2019,13-Dec-19,10:07:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-01-6007-07-00.jpg,,12/13/2019,13-Dec-19,10:07:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-02-6118-07-00.jpg,,12/13/2019,13-Dec-19,10:07:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-03-6019-07-00.jpg,,12/13/2019,13-Dec-19,10:07:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-04-6079-07-00.jpg,,12/13/2019,13-Dec-19,10:07:06,Ok,FALSE,,Left,Right,Right,Unknown,340
Affiliation 20191213 01___2019-12-13_10-07-05-6010-07-00.jpg,,12/13/2019,13-Dec-19,10:07:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-06-6230-07-00.jpg,,12/13/2019,13-Dec-19,10:07:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-07-5991-07-00.jpg,,12/13/2019,13-Dec-19,10:07:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-08-6272-07-00.jpg,,12/13/2019,13-Dec-19,10:07:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-09-6022-07-00.jpg,,12/13/2019,13-Dec-19,10:07:10,Ok,FALSE,,Left,Right,Right,Left,341
Affiliation 20191213 01___2019-12-13_10-07-10-6243-07-00.jpg,,12/13/2019,13-Dec-19,10:07:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-11-6033-07-00.jpg,,12/13/2019,13-Dec-19,10:07:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-12-6234-07-00.jpg,,12/13/2019,13-Dec-19,10:07:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-13-6004-07-00.jpg,,12/13/2019,13-Dec-19,10:07:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-14-6235-07-00.jpg,,12/13/2019,13-Dec-19,10:07:16,Ok,FALSE,,Left,Right,Right,Left,342
Affiliation 20191213 01___2019-12-13_10-07-15-6035-07-00.jpg,,12/13/2019,13-Dec-19,10:07:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-16-6246-07-00.jpg,,12/13/2019,13-Dec-19,10:07:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-17-6007-07-00.jpg,,12/13/2019,13-Dec-19,10:07:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-18-6267-07-00.jpg,,12/13/2019,13-Dec-19,10:07:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-19-6008-07-00.jpg,,12/13/2019,13-Dec-19,10:07:20,Ok,FALSE,,Left,Right,Right,Left,343
Affiliation 20191213 01___2019-12-13_10-07-20-6268-07-00.jpg,,12/13/2019,13-Dec-19,10:07:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-21-6189-07-00.jpg,,12/13/2019,13-Dec-19,10:07:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-22-6260-07-00.jpg,,12/13/2019,13-Dec-19,10:07:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-23-6160-07-00.jpg,,12/13/2019,13-Dec-19,10:07:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-24-6271-07-00.jpg,,12/13/2019,13-Dec-19,10:07:26,Ok,FALSE,,Right,Right,Right,Left,344
Affiliation 20191213 01___2019-12-13_10-07-25-6231-07-00.jpg,,12/13/2019,13-Dec-19,10:07:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-26-6242-07-00.jpg,,12/13/2019,13-Dec-19,10:07:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-27-6152-07-00.jpg,,12/13/2019,13-Dec-19,10:07:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-28-6303-07-00.jpg,,12/13/2019,13-Dec-19,10:07:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-29-6164-07-00.jpg,,12/13/2019,13-Dec-19,10:07:30,Ok,FALSE,,Right,Right,Right,Left,345
Affiliation 20191213 01___2019-12-13_10-07-30-6244-07-00.jpg,,12/13/2019,13-Dec-19,10:07:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-31-6185-07-00.jpg,,12/13/2019,13-Dec-19,10:07:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-32-6425-07-00.jpg,,12/13/2019,13-Dec-19,10:07:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-33-6186-07-00.jpg,,12/13/2019,13-Dec-19,10:07:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-34-6426-07-00.jpg,,12/13/2019,13-Dec-19,10:07:36,Ok,FALSE,,Right,Right,Right,Left,346
Affiliation 20191213 01___2019-12-13_10-07-35-6167-07-00.jpg,,12/13/2019,13-Dec-19,10:07:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-36-6108-07-00.jpg,,12/13/2019,13-Dec-19,10:07:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-37-6188-07-00.jpg,,12/13/2019,13-Dec-19,10:07:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-38-6109-07-00.jpg,,12/13/2019,13-Dec-19,10:07:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-39-6159-07-00.jpg,,12/13/2019,13-Dec-19,10:07:40,Ok,FALSE,,Right,Right,Right,Right,347
Affiliation 20191213 01___2019-12-13_10-07-40-6110-07-00.jpg,,12/13/2019,13-Dec-19,10:07:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-41-6180-07-00.jpg,,12/13/2019,13-Dec-19,10:07:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-42-6101-07-00.jpg,,12/13/2019,13-Dec-19,10:07:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-43-6232-07-00.jpg,,12/13/2019,13-Dec-19,10:07:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-44-6092-07-00.jpg,,12/13/2019,13-Dec-19,10:07:46,Ok,FALSE,,Right,Right,Right,Neutral,348
Affiliation 20191213 01___2019-12-13_10-07-45-6163-07-00.jpg,,12/13/2019,13-Dec-19,10:07:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-46-6073-07-00.jpg,,12/13/2019,13-Dec-19,10:07:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-47-6314-07-00.jpg,,12/13/2019,13-Dec-19,10:07:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-48-6074-07-00.jpg,,12/13/2019,13-Dec-19,10:07:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-49-6345-07-00.jpg,,12/13/2019,13-Dec-19,10:07:50,Ok,FALSE,,Right,Right,Right,Right,349
Affiliation 20191213 01___2019-12-13_10-07-50-6086-07-00.jpg,,12/13/2019,13-Dec-19,10:07:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-51-6346-07-00.jpg,,12/13/2019,13-Dec-19,10:07:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-52-6107-07-00.jpg,,12/13/2019,13-Dec-19,10:07:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-53-6027-07-00.jpg,,12/13/2019,13-Dec-19,10:07:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-54-6108-07-00.jpg,,12/13/2019,13-Dec-19,10:07:56,Ok,FALSE,,Right,Right,Right,Left,350
Affiliation 20191213 01___2019-12-13_10-07-55-6088-07-00.jpg,,12/13/2019,13-Dec-19,10:07:56,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-56-6109-07-00.jpg,,12/13/2019,13-Dec-19,10:07:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-57-6020-07-00.jpg,,12/13/2019,13-Dec-19,10:07:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-58-6080-07-00.jpg,,12/13/2019,13-Dec-19,10:08:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-07-59-6001-07-00.jpg,,12/13/2019,13-Dec-19,10:08:00,Ok,FALSE,,Right,Right,Right,Left,351
Affiliation 20191213 01___2019-12-13_10-08-00-6091-07-00.jpg,,12/13/2019,13-Dec-19,10:08:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-01-6012-07-00.jpg,,12/13/2019,13-Dec-19,10:08:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-02-6262-07-00.jpg,,12/13/2019,13-Dec-19,10:08:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-03-6023-07-00.jpg,,12/13/2019,13-Dec-19,10:08:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-04-6234-07-00.jpg,,12/13/2019,13-Dec-19,10:08:06,Ok,FALSE,,Right,Right,Right,Left,352
Affiliation 20191213 01___2019-12-13_10-08-05-6344-07-00.jpg,,12/13/2019,13-Dec-19,10:08:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-06-6265-07-00.jpg,,12/13/2019,13-Dec-19,10:08:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-07-6025-07-00.jpg,,12/13/2019,13-Dec-19,10:08:08,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-08-6246-07-00.jpg,,12/13/2019,13-Dec-19,10:08:10,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-09-6316-07-00.jpg,,12/13/2019,13-Dec-19,10:08:10,Ok,FALSE,,Right,Right,Right,Left,353
Affiliation 20191213 01___2019-12-13_10-08-10-6237-07-00.jpg,,12/13/2019,13-Dec-19,10:08:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-11-6008-07-00.jpg,,12/13/2019,13-Dec-19,10:08:12,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-12-6248-07-00.jpg,,12/13/2019,13-Dec-19,10:08:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-13-6029-07-00.jpg,,12/13/2019,13-Dec-19,10:08:14,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-14-6269-07-00.jpg,,12/13/2019,13-Dec-19,10:08:16,Ok,FALSE,,Right,Right,Right,Unknown,354
Affiliation 20191213 01___2019-12-13_10-08-15-6060-07-00.jpg,,12/13/2019,13-Dec-19,10:08:16,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-16-6230-07-00.jpg,,12/13/2019,13-Dec-19,10:08:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-17-6021-07-00.jpg,,12/13/2019,13-Dec-19,10:08:18,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-18-6262-07-00.jpg,,12/13/2019,13-Dec-19,10:08:20,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-19-6182-07-00.jpg,,12/13/2019,13-Dec-19,10:08:20,Ok,FALSE,,Right,Right,Right,Unknown,355
Affiliation 20191213 01___2019-12-13_10-08-20-6263-07-00.jpg,,12/13/2019,13-Dec-19,10:08:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-21-6183-07-00.jpg,,12/13/2019,13-Dec-19,10:08:22,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-22-6264-07-00.jpg,,12/13/2019,13-Dec-19,10:08:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-23-6154-07-00.jpg,,12/13/2019,13-Dec-19,10:08:24,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-24-6255-07-00.jpg,,12/13/2019,13-Dec-19,10:08:26,Ok,FALSE,,Right,Right,Right,Left,356
Affiliation 20191213 01___2019-12-13_10-08-25-6196-07-00.jpg,,12/13/2019,13-Dec-19,10:08:26,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-26-6246-07-00.jpg,,12/13/2019,13-Dec-19,10:08:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-27-6147-07-00.jpg,,12/13/2019,13-Dec-19,10:08:28,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-28-6427-07-00.jpg,,12/13/2019,13-Dec-19,10:08:30,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-29-6158-07-00.jpg,,12/13/2019,13-Dec-19,10:08:30,Ok,FALSE,,Right,Neutral,Right,Unknown,357
Affiliation 20191213 01___2019-12-13_10-08-30-6408-07-00.jpg,,12/13/2019,13-Dec-19,10:08:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-31-6159-07-00.jpg,,12/13/2019,13-Dec-19,10:08:32,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-32-6430-07-00.jpg,,12/13/2019,13-Dec-19,10:08:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-33-6190-07-00.jpg,,12/13/2019,13-Dec-19,10:08:34,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-34-6101-07-00.jpg,,12/13/2019,13-Dec-19,10:08:36,Ok,FALSE,,Right,Neutral,Right,Right,358
Affiliation 20191213 01___2019-12-13_10-08-35-6181-07-00.jpg,,12/13/2019,13-Dec-19,10:08:36,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-36-6082-07-00.jpg,,12/13/2019,13-Dec-19,10:08:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-37-6172-07-00.jpg,,12/13/2019,13-Dec-19,10:08:38,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-38-6103-07-00.jpg,,12/13/2019,13-Dec-19,10:08:40,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-39-6164-07-00.jpg,,12/13/2019,13-Dec-19,10:08:40,Ok,FALSE,,Right,Left,Right,Right,359
Affiliation 20191213 01___2019-12-13_10-08-40-6084-07-00.jpg,,12/13/2019,13-Dec-19,10:08:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-41-6185-07-00.jpg,,12/13/2019,13-Dec-19,10:08:42,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-42-6095-07-00.jpg,,12/13/2019,13-Dec-19,10:08:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-43-6166-07-00.jpg,,12/13/2019,13-Dec-19,10:08:44,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-44-6076-07-00.jpg,,12/13/2019,13-Dec-19,10:08:46,Ok,FALSE,,Right,Left,Right,Right,360
Affiliation 20191213 01___2019-12-13_10-08-45-6307-07-00.jpg,,12/13/2019,13-Dec-19,10:08:46,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-46-6078-07-00.jpg,,12/13/2019,13-Dec-19,10:08:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-47-6338-07-00.jpg,,12/13/2019,13-Dec-19,10:08:48,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-48-6069-07-00.jpg,,12/13/2019,13-Dec-19,10:08:50,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-49-6319-07-00.jpg,,12/13/2019,13-Dec-19,10:08:50,Ok,FALSE,,Right,Left,Right,Right,361
Affiliation 20191213 01___2019-12-13_10-08-50-6100-07-00.jpg,,12/13/2019,13-Dec-19,10:08:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-51-6380-07-00.jpg,,12/13/2019,13-Dec-19,10:08:52,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-52-6101-07-00.jpg,,12/13/2019,13-Dec-19,10:08:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-53-6312-07-00.jpg,,12/13/2019,13-Dec-19,10:08:54,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-54-6102-07-00.jpg,,12/13/2019,13-Dec-19,10:08:56,Ok,FALSE,,Right,,Right,Unknown,362
Affiliation 20191213 01___2019-12-13_10-08-55-6333-07-00.jpg,,12/13/2019,13-Dec-19,10:08:56,Ok,FALSE,,,Left,,,
Affiliation 20191213 01___2019-12-13_10-08-56-6143-07-00.jpg,,12/13/2019,13-Dec-19,10:08:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-57-6314-07-00.jpg,,12/13/2019,13-Dec-19,10:08:58,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-58-6074-07-00.jpg,,12/13/2019,13-Dec-19,10:09:00,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-08-59-6325-07-00.jpg,,12/13/2019,13-Dec-19,10:09:00,Ok,FALSE,,Neutral,Left,Right,Unknown,363
Affiliation 20191213 01___2019-12-13_10-09-00-6266-07-00.jpg,,12/13/2019,13-Dec-19,10:09:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-09-01-6336-07-00.jpg,,12/13/2019,13-Dec-19,10:09:02,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-09-02-6267-07-00.jpg,,12/13/2019,13-Dec-19,10:09:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-09-03-6337-07-00.jpg,,12/13/2019,13-Dec-19,10:09:04,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-09-04-6268-07-00.jpg,,12/13/2019,13-Dec-19,10:09:06,Ok,FALSE,,Left,Left,Right,Right,364
Affiliation 20191213 01___2019-12-13_10-09-05-6328-07-00.jpg,,12/13/2019,13-Dec-19,10:09:06,Ok,FALSE,,,,,,
Affiliation 20191213 01___2019-12-13_10-09-06-6229-07-00.jpg,,12/13/2019,13-Dec-19,10:09:08,Ok,FALSE,,,,,,
